Unnamed: 0,ID,emotion,text,tokens
2667,2667,guilt,when i spanked a child in anger and later regretted it terribly ,"['when', 'i', 'spanked', 'a', 'child', 'in', 'anger', 'and', 'later', 'regretted', 'it', 'terribly', '']"
2668,2668,guilt,i had promised to say goodbye to a person who was going on a trip  and i did not turn up ,"['i', 'had', 'promised', 'to', 'say', 'goodbye', 'to', 'a', 'person', 'who', 'was', 'going', 'on', 'a', 'trip', '', 'and', 'i', 'did', 'not', 'turn', 'up', '']"
2669,2669,fear,when i did not get the compound which is known ,"['when', 'i', 'did', 'not', 'get', 'the', 'compound', 'which', 'is', 'known', '']"
2670,2670,disgust,some people were unfairly treated  because of their nationality colour ,"['some', 'people', 'were', 'unfairly', 'treated', '', 'because', 'of', 'their', 'nationality', 'colour', '']"
2671,2671,disgust,this is an incident that many of us witness in our everyday life in a city like bombay   one day i was travelling by bus  three men dragged two fellows out of the bus   once outside they were beaten into pulp   these two fellows  who got beaten  were pick pockets and they were being beaten by all and sundry   i thought to myself   what is life question mark    it is one hell of a place where everyone is after someone else   one waits to cut the throat of the other one just for a living   money    when i think about such things   the purpose of life  etc  i feel very disgusted and dejected ,"['this', 'is', 'an', 'incident', 'that', 'many', 'of', 'us', 'witness', 'in', 'our', 'everyday', 'life', 'in', 'a', 'city', 'like', 'bombay', '', '', 'one', 'day', 'i', 'was', 'travelling', 'by', 'bus', '', 'three', 'men', 'dragged', 'two', 'fellows', 'out', 'of', 'the', 'bus', '', '', 'once', 'outside', 'they', 'were', 'beaten', 'into', 'pulp', '', '', 'these', 'two', 'fellows', '', 'who', 'got', 'beaten', '', 'were', 'pick', 'pockets', 'and', 'they', 'were', 'being', 'beaten', 'by', 'all', 'and', 'sundry', '', '', 'i', 'thought', 'to', 'myself', '', '', 'what', 'is', 'life', 'question', 'mark', '', '', '', 'it', 'is', 'one', 'hell', 'of', 'a', 'place', 'where', 'everyone', 'is', 'after', 'someone', 'else', '', '', 'one', 'waits', 'to', 'cut', 'the', 'throat', 'of', 'the', 'other', 'one', 'just', 'for', 'a', 'living', '', '', 'money', '', '', '', 'when', 'i', 'think', 'about', 'such', 'things', '', '', 'the', 'purpose', 'of', 'life', '', 'etc', '', 'i', 'feel', 'very', 'disgusted', 'and', 'dejected', '']"
2672,2672,sadness,when i was left alone one week end without being prepared for it ,"['when', 'i', 'was', 'left', 'alone', 'one', 'week', 'end', 'without', 'being', 'prepared', 'for', 'it', '']"
2673,2673,shame,"it was in a group situation  suddenly it was my turn to say something  
sadness when my grandmother passed away 
fear as i was in a ward one man died and i was instructed to watch the last offices  but this was my first time to see a dead person   fear came  ","['it', 'was', 'in', 'a', 'group', 'situation', '', 'suddenly', 'it', 'was', 'my', 'turn', 'to', 'say', 'something', '', '\nsadness', 'when', 'my', 'grandmother', 'passed', 'away', '\nfear', 'as', 'i', 'was', 'in', 'a', 'ward', 'one', 'man', 'died', 'and', 'i', 'was', 'instructed', 'to', 'watch', 'the', 'last', 'offices', '', 'but', 'this', 'was', 'my', 'first', 'time', 'to', 'see', 'a', 'dead', 'person', '', '', 'fear', 'came', '', '']"
2674,2674,sadness,it made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house ,"['it', 'made', 'me', 'very', 'sad', 'to', 'hear', 'that', 'some', 'construction', 'company', 'was', 'going', 'to', 'build', 'houses', 'on', 'the', 'beautiful', 'hills', 'by', 'my', 'house', '']"
2675,2675,anger,when i saw parents punishing their little child for something he had not done   in my opinion  even if he had done it he should not have been punished for it ,"['when', 'i', 'saw', 'parents', 'punishing', 'their', 'little', 'child', 'for', 'something', 'he', 'had', 'not', 'done', '', '', 'in', 'my', 'opinion', '', 'even', 'if', 'he', 'had', 'done', 'it', 'he', 'should', 'not', 'have', 'been', 'punished', 'for', 'it', '']"
2676,2676,sadness,i was watching television  it was about midnight when a very dear friend called saying that his father had died in an accident ,"['i', 'was', 'watching', 'television', '', 'it', 'was', 'about', 'midnight', 'when', 'a', 'very', 'dear', 'friend', 'called', 'saying', 'that', 'his', 'father', 'had', 'died', 'in', 'an', 'accident', '']"
2677,2677,fear,when i was nearly attackad by a man who had been chasing me ,"['when', 'i', 'was', 'nearly', 'attackad', 'by', 'a', 'man', 'who', 'had', 'been', 'chasing', 'me', '']"
2678,2678,disgust,one of these people who sell meat in town used a knife to stab his friend and later carried on using the same knife to cut meat ,"['one', 'of', 'these', 'people', 'who', 'sell', 'meat', 'in', 'town', 'used', 'a', 'knife', 'to', 'stab', 'his', 'friend', 'and', 'later', 'carried', 'on', 'using', 'the', 'same', 'knife', 'to', 'cut', 'meat', '']"
2679,2679,sadness,i felt very sad when i saw the first list from the names of the people who entered at the university and my name wasn t there ,"['i', 'felt', 'very', 'sad', 'when', 'i', 'saw', 'the', 'first', 'list', 'from', 'the', 'names', 'of', 'the', 'people', 'who', 'entered', 'at', 'the', 'university', 'and', 'my', 'name', 'wasn', 't', 'there', '']"
2680,2680,joy,i thought that someone was angry with me but  by hindsight  that didn t appear to be the case  he even liked me ,"['i', 'thought', 'that', 'someone', 'was', 'angry', 'with', 'me', 'but', '', 'by', 'hindsight', '', 'that', 'didn', 't', 'appear', 'to', 'be', 'the', 'case', '', 'he', 'even', 'liked', 'me', '']"
2681,2681,sadness,at the end of my senior yr  in high school i found out that a friend of mine i knew had cancer had been diagnosed as terminally ill ,"['at', 'the', 'end', 'of', 'my', 'senior', 'yr', '', 'in', 'high', 'school', 'i', 'found', 'out', 'that', 'a', 'friend', 'of', 'mine', 'i', 'knew', 'had', 'cancer', 'had', 'been', 'diagnosed', 'as', 'terminally', 'ill', '']"
2682,2682,guilt,when i caused needless anxiety to a person close to me because of my lack of self insight ,"['when', 'i', 'caused', 'needless', 'anxiety', 'to', 'a', 'person', 'close', 'to', 'me', 'because', 'of', 'my', 'lack', 'of', 'self', 'insight', '']"
2683,2683,anger,i was neglected undeservedly ,"['i', 'was', 'neglected', 'undeservedly', '']"
2684,2684,joy,the first time i really fell in love with a girl ,"['the', 'first', 'time', 'i', 'really', 'fell', 'in', 'love', 'with', 'a', 'girl', '']"
2685,2685,sadness,when i couldn t go for a trip with my friends in a holiday ,"['when', 'i', 'couldn', 't', 'go', 'for', 'a', 'trip', 'with', 'my', 'friends', 'in', 'a', 'holiday', '']"
2686,2686,sadness,i am sad because some relations to friends are not very good ,"['i', 'am', 'sad', 'because', 'some', 'relations', 'to', 'friends', 'are', 'not', 'very', 'good', '']"
2687,2687,sadness,my younger brother and sister were involved in an accident on their way back from school and my brother was quite badly hurt ,"['my', 'younger', 'brother', 'and', 'sister', 'were', 'involved', 'in', 'an', 'accident', 'on', 'their', 'way', 'back', 'from', 'school', 'and', 'my', 'brother', 'was', 'quite', 'badly', 'hurt', '']"
2688,2688,fear,when two of my children were critically ill with measles ,"['when', 'two', 'of', 'my', 'children', 'were', 'critically', 'ill', 'with', 'measles', '']"
2689,2689,joy,the day when my son said for the first time  mummy  ,"['the', 'day', 'when', 'my', 'son', 'said', 'for', 'the', 'first', 'time', '', 'mummy', '', '']"
2690,2690,shame,following heavy stirring   ridiculing a close friend who was very vulnerable to such attack   inspiring fierce  defensive counter attack ,"['following', 'heavy', 'stirring', '', '', 'ridiculing', 'a', 'close', 'friend', 'who', 'was', 'very', 'vulnerable', 'to', 'such', 'attack', '', '', 'inspiring', 'fierce', '', 'defensive', 'counter', 'attack', '']"
2691,2691,joy,when my brother bought me a nice pair of shoes from south africa ,"['when', 'my', 'brother', 'bought', 'me', 'a', 'nice', 'pair', 'of', 'shoes', 'from', 'south', 'africa', '']"
2692,2692,joy,the time i learnt that i had passed my malawi school leaving certificate examinations ,"['the', 'time', 'i', 'learnt', 'that', 'i', 'had', 'passed', 'my', 'malawi', 'school', 'leaving', 'certificate', 'examinations', '']"
2693,2693,shame,a customer at the shop where i worked came in and asked if the goods that he had ordered had arrived   i had totally forgotten about this order and i tried to offer weak excuses ,"['a', 'customer', 'at', 'the', 'shop', 'where', 'i', 'worked', 'came', 'in', 'and', 'asked', 'if', 'the', 'goods', 'that', 'he', 'had', 'ordered', 'had', 'arrived', '', '', 'i', 'had', 'totally', 'forgotten', 'about', 'this', 'order', 'and', 'i', 'tried', 'to', 'offer', 'weak', 'excuses', '']"
2694,2694,sadness,when i was told that my friend s wife had cancer ,"['when', 'i', 'was', 'told', 'that', 'my', 'friend', 's', 'wife', 'had', 'cancer', '']"
2695,2695,anger,when my sister lost my favourite jumper at a party and failed to tell me for several days after it happened ,"['when', 'my', 'sister', 'lost', 'my', 'favourite', 'jumper', 'at', 'a', 'party', 'and', 'failed', 'to', 'tell', 'me', 'for', 'several', 'days', 'after', 'it', 'happened', '']"
2696,2696,fear,held under water by a large wave and thought i was drowning ,"['held', 'under', 'water', 'by', 'a', 'large', 'wave', 'and', 'thought', 'i', 'was', 'drowning', '']"
2697,2697,fear,when climbing up the stairs to the top of a ski jumping hill ,"['when', 'climbing', 'up', 'the', 'stairs', 'to', 'the', 'top', 'of', 'a', 'ski', 'jumping', 'hill', '']"
2698,2698,guilt,i slapped my sister s daughter and after several hours  she had a high temperature and she ended up being admitted in hospital ,"['i', 'slapped', 'my', 'sister', 's', 'daughter', 'and', 'after', 'several', 'hours', '', 'she', 'had', 'a', 'high', 'temperature', 'and', 'she', 'ended', 'up', 'being', 'admitted', 'in', 'hospital', '']"
2699,2699,disgust,when i heard that one of my good friends  when at a party  had got herself involved with some very undesirable characters and was experimenting with drugs ,"['when', 'i', 'heard', 'that', 'one', 'of', 'my', 'good', 'friends', '', 'when', 'at', 'a', 'party', '', 'had', 'got', 'herself', 'involved', 'with', 'some', 'very', 'undesirable', 'characters', 'and', 'was', 'experimenting', 'with', 'drugs', '']"
2700,2700,joy,i remember my religious experience   during  a gospel camp  a few friends of mine decided to believe in god   the joy that i felt at that time was more than words can express   i blessed them and praised god in my heart ,"['i', 'remember', 'my', 'religious', 'experience', '', '', 'during', '', 'a', 'gospel', 'camp', '', 'a', 'few', 'friends', 'of', 'mine', 'decided', 'to', 'believe', 'in', 'god', '', '', 'the', 'joy', 'that', 'i', 'felt', 'at', 'that', 'time', 'was', 'more', 'than', 'words', 'can', 'express', '', '', 'i', 'blessed', 'them', 'and', 'praised', 'god', 'in', 'my', 'heart', '']"
2701,2701,joy,begining the week end with my girlfriend   cozyness  beer and wine ,"['begining', 'the', 'week', 'end', 'with', 'my', 'girlfriend', '', '', 'cozyness', '', 'beer', 'and', 'wine', '']"
2702,2702,fear,when i decided to separate from my husband ,"['when', 'i', 'decided', 'to', 'separate', 'from', 'my', 'husband', '']"
2703,2703,shame,when i dropped a bottle in the state liquor store and everyboby started laughing ,"['when', 'i', 'dropped', 'a', 'bottle', 'in', 'the', 'state', 'liquor', 'store', 'and', 'everyboby', 'started', 'laughing', '']"
2704,2704,disgust,during military service i heard the story of someone who tried to commit suicide and as a result of this got a week custody ,"['during', 'military', 'service', 'i', 'heard', 'the', 'story', 'of', 'someone', 'who', 'tried', 'to', 'commit', 'suicide', 'and', 'as', 'a', 'result', 'of', 'this', 'got', 'a', 'week', 'custody', '']"
2705,2705,guilt,i was out with a friend in a place where it was very  very busy  when we wanted to go i bumped a person  who dropped his glass beer i offered a new one but he didn t accept it ,"['i', 'was', 'out', 'with', 'a', 'friend', 'in', 'a', 'place', 'where', 'it', 'was', 'very', '', 'very', 'busy', '', 'when', 'we', 'wanted', 'to', 'go', 'i', 'bumped', 'a', 'person', '', 'who', 'dropped', 'his', 'glass', 'beer', 'i', 'offered', 'a', 'new', 'one', 'but', 'he', 'didn', 't', 'accept', 'it', '']"
2706,2706,sadness,when i was told that i had not been successful in getting the job i had been expecting   i was sure that i was sufficiently qualified ,"['when', 'i', 'was', 'told', 'that', 'i', 'had', 'not', 'been', 'successful', 'in', 'getting', 'the', 'job', 'i', 'had', 'been', 'expecting', '', '', 'i', 'was', 'sure', 'that', 'i', 'was', 'sufficiently', 'qualified', '']"
2707,2707,fear,when i entered the dissecting room for the anatomy class and saw several dead bodies lying on the benches ,"['when', 'i', 'entered', 'the', 'dissecting', 'room', 'for', 'the', 'anatomy', 'class', 'and', 'saw', 'several', 'dead', 'bodies', 'lying', 'on', 'the', 'benches', '']"
2708,2708,joy,when my 6 month old son is happy and well ,"['when', 'my', '6', 'month', 'old', 'son', 'is', 'happy', 'and', 'well', '']"
2709,2709,guilt,i was driving my parents  car into a carpark in front of a shop we own  and scraped the corner of the front panel on the back corner of my father s utility  i didn t tell anyone  i lied about the bump  later i had to confess  ,"['i', 'was', 'driving', 'my', 'parents', '', 'car', 'into', 'a', 'carpark', 'in', 'front', 'of', 'a', 'shop', 'we', 'own', '', 'and', 'scraped', 'the', 'corner', 'of', 'the', 'front', 'panel', 'on', 'the', 'back', 'corner', 'of', 'my', 'father', 's', 'utility', '', 'i', 'didn', 't', 'tell', 'anyone', '', 'i', 'lied', 'about', 'the', 'bump', '', 'later', 'i', 'had', 'to', 'confess', '', '']"
2710,2710,shame,failing in an examn ,"['failing', 'in', 'an', 'examn', '']"
2711,2711,guilt,  no description  ,"['', '', 'no', 'description', '', '']"
2712,2712,sadness,when i saw my niece  5 yrs  crying in the hallway for her mother who had passed away about a month ago ,"['when', 'i', 'saw', 'my', 'niece', '', '5', 'yrs', '', 'crying', 'in', 'the', 'hallway', 'for', 'her', 'mother', 'who', 'had', 'passed', 'away', 'about', 'a', 'month', 'ago', '']"
2713,2713,disgust,recently in the tram  a man ran his fingers over my girlfriend then over me ,"['recently', 'in', 'the', 'tram', '', 'a', 'man', 'ran', 'his', 'fingers', 'over', 'my', 'girlfriend', 'then', 'over', 'me', '']"
2714,2714,shame,when i stole a book in class and the teacher caught me  the rest of the class laughed at my attempt ,"['when', 'i', 'stole', 'a', 'book', 'in', 'class', 'and', 'the', 'teacher', 'caught', 'me', '', 'the', 'rest', 'of', 'the', 'class', 'laughed', 'at', 'my', 'attempt', '']"
2715,2715,fear,walking along with a dog barking at you and following you ,"['walking', 'along', 'with', 'a', 'dog', 'barking', 'at', 'you', 'and', 'following', 'you', '']"
2716,2716,joy,i received a grade above average on a midterm  chemistry  and i expected onevery below average ,"['i', 'received', 'a', 'grade', 'above', 'average', 'on', 'a', 'midterm', '', 'chemistry', '', 'and', 'i', 'expected', 'onevery', 'below', 'average', '']"
2717,2717,guilt,i felt guilty at not having practised the piano   i waste my teacher s time and guidance ,"['i', 'felt', 'guilty', 'at', 'not', 'having', 'practised', 'the', 'piano', '', '', 'i', 'waste', 'my', 'teacher', 's', 'time', 'and', 'guidance', '']"
2718,2718,fear,when my relationship with my family is very poor i often fear being excluded from the group  a fear which is stronger in situations when an argument is on hand ,"['when', 'my', 'relationship', 'with', 'my', 'family', 'is', 'very', 'poor', 'i', 'often', 'fear', 'being', 'excluded', 'from', 'the', 'group', '', 'a', 'fear', 'which', 'is', 'stronger', 'in', 'situations', 'when', 'an', 'argument', 'is', 'on', 'hand', '']"
2719,2719,guilt,i broke off with my partner as i wanted him as a friend and not as a lover   he reacted very violently and i felt guilty as i had made him so desperately unhappy ,"['i', 'broke', 'off', 'with', 'my', 'partner', 'as', 'i', 'wanted', 'him', 'as', 'a', 'friend', 'and', 'not', 'as', 'a', 'lover', '', '', 'he', 'reacted', 'very', 'violently', 'and', 'i', 'felt', 'guilty', 'as', 'i', 'had', 'made', 'him', 'so', 'desperately', 'unhappy', '']"
2720,2720,shame,i had just masterbated with another boy ,"['i', 'had', 'just', 'masterbated', 'with', 'another', 'boy', '']"
2721,2721,sadness,my girlfriend who had spent 6 months abroad broke off our relationship by letter ,"['my', 'girlfriend', 'who', 'had', 'spent', '6', 'months', 'abroad', 'broke', 'off', 'our', 'relationship', 'by', 'letter', '']"
2722,2722,shame,criticized by a teacher in public ,"['criticized', 'by', 'a', 'teacher', 'in', 'public', '']"
2723,2723,sadness,when i thought for an instant that a very good relationship with a person had finished ,"['when', 'i', 'thought', 'for', 'an', 'instant', 'that', 'a', 'very', 'good', 'relationship', 'with', 'a', 'person', 'had', 'finished', '']"
2724,2724,anger,when i spoke to jan erik wikstr÷m on the telephone  ,"['when', 'i', 'spoke', 'to', 'jan', 'erik', 'wikstr÷m', 'on', 'the', 'telephone', '', '']"
2725,2725,fear,fear when fulfilling my obligations on my first night fatigue duty as a soldier ,"['fear', 'when', 'fulfilling', 'my', 'obligations', 'on', 'my', 'first', 'night', 'fatigue', 'duty', 'as', 'a', 'soldier', '']"
2726,2726,fear,a fear of lack of personal powers ,"['a', 'fear', 'of', 'lack', 'of', 'personal', 'powers', '']"
2727,2727,joy,getting university entrance accredited and arriving home from boarding school on accrediting leave ,"['getting', 'university', 'entrance', 'accredited', 'and', 'arriving', 'home', 'from', 'boarding', 'school', 'on', 'accrediting', 'leave', '']"
2728,2728,shame,when i don t say the truth  when i don t do a certain thing thanks to my laziness ,"['when', 'i', 'don', 't', 'say', 'the', 'truth', '', 'when', 'i', 'don', 't', 'do', 'a', 'certain', 'thing', 'thanks', 'to', 'my', 'laziness', '']"
2729,2729,anger,when my mother interfered in my life ,"['when', 'my', 'mother', 'interfered', 'in', 'my', 'life', '']"
2730,2730,guilt,  the same as in shame  ,"['', '', 'the', 'same', 'as', 'in', 'shame', '', '']"
2731,2731,joy,when i passed successive exams to enter the school of medicine ,"['when', 'i', 'passed', 'successive', 'exams', 'to', 'enter', 'the', 'school', 'of', 'medicine', '']"
2732,2732,guilt,when i promised a male friend of mine to visit him  and did not ,"['when', 'i', 'promised', 'a', 'male', 'friend', 'of', 'mine', 'to', 'visit', 'him', '', 'and', 'did', 'not', '']"
2733,2733,guilt,  no answer as i see very little difference between shame and guilt   therefore see answer for  shame   ,"['', '', 'no', 'answer', 'as', 'i', 'see', 'very', 'little', 'difference', 'between', 'shame', 'and', 'guilt', '', '', 'therefore', 'see', 'answer', 'for', '', 'shame', '', '', '']"
2734,2734,anger,at a restaurant i observed how the gypsies tried to get money by cheating the foreigners i e non swedish speaking   my anger had nothing to do with hatred against foreigners  but it was an expression of the anger i feel when i see people being used  ,"['at', 'a', 'restaurant', 'i', 'observed', 'how', 'the', 'gypsies', 'tried', 'to', 'get', 'money', 'by', 'cheating', 'the', 'foreigners', 'i', 'e', 'non', 'swedish', 'speaking', '', '', 'my', 'anger', 'had', 'nothing', 'to', 'do', 'with', 'hatred', 'against', 'foreigners', '', 'but', 'it', 'was', 'an', 'expression', 'of', 'the', 'anger', 'i', 'feel', 'when', 'i', 'see', 'people', 'being', 'used', '', '']"
2735,2735,disgust,when i lost the notes of the lecturer i had borrowed from my friend ,"['when', 'i', 'lost', 'the', 'notes', 'of', 'the', 'lecturer', 'i', 'had', 'borrowed', 'from', 'my', 'friend', '']"
2736,2736,sadness,my brother came to tell me about some problems we had in the  family   i felt sad because i thought that if my mother had not gone away when this brother was younger  things would have been different ,"['my', 'brother', 'came', 'to', 'tell', 'me', 'about', 'some', 'problems', 'we', 'had', 'in', 'the', '', 'family', '', '', 'i', 'felt', 'sad', 'because', 'i', 'thought', 'that', 'if', 'my', 'mother', 'had', 'not', 'gone', 'away', 'when', 'this', 'brother', 'was', 'younger', '', 'things', 'would', 'have', 'been', 'different', '']"
2737,2737,disgust,the behaviour of people spitting everywhere ,"['the', 'behaviour', 'of', 'people', 'spitting', 'everywhere', '']"
2738,2738,fear,after my car accident  when i woke up in a heap of stones ,"['after', 'my', 'car', 'accident', '', 'when', 'i', 'woke', 'up', 'in', 'a', 'heap', 'of', 'stones', '']"
2739,2739,fear,a boy phoned me at night and wanted to talk to me for 30 minutes outside   i thought that he would reveal what he felt and would question me on our relationship   i treated him as a friend and did not want any misunderstandings   therefore i refused to meet him and told him that i would see him the coming day   i was very unhappy as i feared having hurt him and got him into trouble ,"['a', 'boy', 'phoned', 'me', 'at', 'night', 'and', 'wanted', 'to', 'talk', 'to', 'me', 'for', '30', 'minutes', 'outside', '', '', 'i', 'thought', 'that', 'he', 'would', 'reveal', 'what', 'he', 'felt', 'and', 'would', 'question', 'me', 'on', 'our', 'relationship', '', '', 'i', 'treated', 'him', 'as', 'a', 'friend', 'and', 'did', 'not', 'want', 'any', 'misunderstandings', '', '', 'therefore', 'i', 'refused', 'to', 'meet', 'him', 'and', 'told', 'him', 'that', 'i', 'would', 'see', 'him', 'the', 'coming', 'day', '', '', 'i', 'was', 'very', 'unhappy', 'as', 'i', 'feared', 'having', 'hurt', 'him', 'and', 'got', 'him', 'into', 'trouble', '']"
2740,2740,anger,i read in the newspaper that the student lodging fund was going to build new appartments for refugees  in my opinion this is the state s affair    this is when only a fractoin of the students can find an appartment ,"['i', 'read', 'in', 'the', 'newspaper', 'that', 'the', 'student', 'lodging', 'fund', 'was', 'going', 'to', 'build', 'new', 'appartments', 'for', 'refugees', '', 'in', 'my', 'opinion', 'this', 'is', 'the', 'state', 's', 'affair', '', '', '', 'this', 'is', 'when', 'only', 'a', 'fractoin', 'of', 'the', 'students', 'can', 'find', 'an', 'appartment', '']"
2741,2741,fear,i broke my uncle s radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again ,"['i', 'broke', 'my', 'uncle', 's', 'radio', 'player', 'accidentally', 'and', 'so', 'i', 'feared', 'that', 'he', 'was', 'going', 'to', 'cut', 'me', 'off', 'from', 'going', 'to', 'his', 'house', 'as', 'well', 'as', 'playing', 'it', 'again', '']"
2742,2742,disgust,my older sister used to pick on my brothers and sisters all of whom were younger than her  on one occasion my brother did something my sister didn t like  a full scale battle began ,"['my', 'older', 'sister', 'used', 'to', 'pick', 'on', 'my', 'brothers', 'and', 'sisters', 'all', 'of', 'whom', 'were', 'younger', 'than', 'her', '', 'on', 'one', 'occasion', 'my', 'brother', 'did', 'something', 'my', 'sister', 'didn', 't', 'like', '', 'a', 'full', 'scale', 'battle', 'began', '']"
2743,2743,joy,when my brother was born  everything went all right   it had been very likely that he would have a deficiency  my sister suffers from down s syndrome  and that my mother would be in danger ,"['when', 'my', 'brother', 'was', 'born', '', 'everything', 'went', 'all', 'right', '', '', 'it', 'had', 'been', 'very', 'likely', 'that', 'he', 'would', 'have', 'a', 'deficiency', '', 'my', 'sister', 'suffers', 'from', 'down', 's', 'syndrome', '', 'and', 'that', 'my', 'mother', 'would', 'be', 'in', 'danger', '']"
2744,2744,disgust,when my roommate forgets to flush the toilet ,"['when', 'my', 'roommate', 'forgets', 'to', 'flush', 'the', 'toilet', '']"
2745,2745,joy,when they told me that i had got a study grant ,"['when', 'they', 'told', 'me', 'that', 'i', 'had', 'got', 'a', 'study', 'grant', '']"
2746,2746,fear,when i saw a horror film ,"['when', 'i', 'saw', 'a', 'horror', 'film', '']"
2747,2747,shame,a truth expressed unthinkingly at a coffee party   i realized later that i had been inconsiderate  at a wrong moment and the wrong place ,"['a', 'truth', 'expressed', 'unthinkingly', 'at', 'a', 'coffee', 'party', '', '', 'i', 'realized', 'later', 'that', 'i', 'had', 'been', 'inconsiderate', '', 'at', 'a', 'wrong', 'moment', 'and', 'the', 'wrong', 'place', '']"
2748,2748,fear,travelling by coach on a rather narrow and wet road ,"['travelling', 'by', 'coach', 'on', 'a', 'rather', 'narrow', 'and', 'wet', 'road', '']"
2749,2749,sadness,after a meeting ended we started talking about when we would have the next discussion   i had many tests the coming week and could not have a meeting in between  i thought that they would understand this as they had always done    they did not understand my problem and thought that i should not have so many other activities   their reaction made me burst into tears ,"['after', 'a', 'meeting', 'ended', 'we', 'started', 'talking', 'about', 'when', 'we', 'would', 'have', 'the', 'next', 'discussion', '', '', 'i', 'had', 'many', 'tests', 'the', 'coming', 'week', 'and', 'could', 'not', 'have', 'a', 'meeting', 'in', 'between', '', 'i', 'thought', 'that', 'they', 'would', 'understand', 'this', 'as', 'they', 'had', 'always', 'done', '', '', '', 'they', 'did', 'not', 'understand', 'my', 'problem', 'and', 'thought', 'that', 'i', 'should', 'not', 'have', 'so', 'many', 'other', 'activities', '', '', 'their', 'reaction', 'made', 'me', 'burst', 'into', 'tears', '']"
2750,2750,sadness,when i read a lot and did not remember anything ,"['when', 'i', 'read', 'a', 'lot', 'and', 'did', 'not', 'remember', 'anything', '']"
2751,2751,anger,my little niece  who is very talkative  suddenly became very naughty and began wetting her pants   she did it one afternoon ,"['my', 'little', 'niece', '', 'who', 'is', 'very', 'talkative', '', 'suddenly', 'became', 'very', 'naughty', 'and', 'began', 'wetting', 'her', 'pants', '', '', 'she', 'did', 'it', 'one', 'afternoon', '']"
2752,2752,fear,walking through campus at night a squirrel jumped in front of me ,"['walking', 'through', 'campus', 'at', 'night', 'a', 'squirrel', 'jumped', 'in', 'front', 'of', 'me', '']"
2753,2753,guilt,one evening i went fishing with some friends but we could not fish as a fisherman had already put his net there   we pulled out the net to find only crabs in it so we threw the net away   the net was large and may have cost  1000   the fisherman used the net to earn a living and we had had thrown it ,"['one', 'evening', 'i', 'went', 'fishing', 'with', 'some', 'friends', 'but', 'we', 'could', 'not', 'fish', 'as', 'a', 'fisherman', 'had', 'already', 'put', 'his', 'net', 'there', '', '', 'we', 'pulled', 'out', 'the', 'net', 'to', 'find', 'only', 'crabs', 'in', 'it', 'so', 'we', 'threw', 'the', 'net', 'away', '', '', 'the', 'net', 'was', 'large', 'and', 'may', 'have', 'cost', '', '1000', '', '', 'the', 'fisherman', 'used', 'the', 'net', 'to', 'earn', 'a', 'living', 'and', 'we', 'had', 'had', 'thrown', 'it', '']"
2754,2754,guilt,i ignored and offended my parents on the eve of the new year ,"['i', 'ignored', 'and', 'offended', 'my', 'parents', 'on', 'the', 'eve', 'of', 'the', 'new', 'year', '']"
2755,2755,shame,i feel shame every time i think of very dear friends of mine abroad who were family to me for a year  and now 2 years later  i have attempted  but have not actually gone through with corresponding with them  to express my feelings and gratitude ,"['i', 'feel', 'shame', 'every', 'time', 'i', 'think', 'of', 'very', 'dear', 'friends', 'of', 'mine', 'abroad', 'who', 'were', 'family', 'to', 'me', 'for', 'a', 'year', '', 'and', 'now', '2', 'years', 'later', '', 'i', 'have', 'attempted', '', 'but', 'have', 'not', 'actually', 'gone', 'through', 'with', 'corresponding', 'with', 'them', '', 'to', 'express', 'my', 'feelings', 'and', 'gratitude', '']"
2756,2756,sadness,always when i get separated from my friends and relatives from my home town ,"['always', 'when', 'i', 'get', 'separated', 'from', 'my', 'friends', 'and', 'relatives', 'from', 'my', 'home', 'town', '']"
2757,2757,fear,one day i was near home  kissing my boyfriend in a car when my mother appeared and asked me to go home  because she didn t know about the event ,"['one', 'day', 'i', 'was', 'near', 'home', '', 'kissing', 'my', 'boyfriend', 'in', 'a', 'car', 'when', 'my', 'mother', 'appeared', 'and', 'asked', 'me', 'to', 'go', 'home', '', 'because', 'she', 'didn', 't', 'know', 'about', 'the', 'event', '']"
2758,2758,shame,a girl in our class was nicknamed  fatsy   later  i heard that she suffered from diabetes mellitus ,"['a', 'girl', 'in', 'our', 'class', 'was', 'nicknamed', '', 'fatsy', '', '', 'later', '', 'i', 'heard', 'that', 'she', 'suffered', 'from', 'diabetes', 'mellitus', '']"
2759,2759,fear,when going for my driver s licence for the third time  because everything  it seemed  hinged on getting it  i was really nervous  and the testing officer made me a little afraid as well  there were lots of things to worry about  i passed however ,"['when', 'going', 'for', 'my', 'driver', 's', 'licence', 'for', 'the', 'third', 'time', '', 'because', 'everything', '', 'it', 'seemed', '', 'hinged', 'on', 'getting', 'it', '', 'i', 'was', 'really', 'nervous', '', 'and', 'the', 'testing', 'officer', 'made', 'me', 'a', 'little', 'afraid', 'as', 'well', '', 'there', 'were', 'lots', 'of', 'things', 'to', 'worry', 'about', '', 'i', 'passed', 'however', '']"
2760,2760,guilt,when i shirked the gymnastic lesson i met the director of our school who asked me what i was doing ,"['when', 'i', 'shirked', 'the', 'gymnastic', 'lesson', 'i', 'met', 'the', 'director', 'of', 'our', 'school', 'who', 'asked', 'me', 'what', 'i', 'was', 'doing', '']"
